PLAYER,YEAR,AGE,GP,W,L,MP,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
AJ Hammons,2017,24,22.00,4.00,18.00,7.40,76.20,23.80,50.00,29.20,31.30,4.20,18.80,12.50,20.80,91.70,8.30,100.00,0.00,94.10,5.90
AJ Price,2014,27,28.00,15.00,13.00,3.50,52.20,47.80,59.10,40.90,40.90,11.40,0.00,11.40,18.20,23.10,76.90,83.30,16.70,42.10,57.90
AJ Price,2015,28,26.00,11.00,15.00,12.40,58.40,41.60,54.10,31.60,33.80,3.80,12.00,21.10,22.60,11.10,88.90,66.70,33.30,27.50,72.50
Aaron Brooks,2014,29,72.00,42.00,30.00,21.60,57.30,42.70,42.50,9.90,44.70,10.90,12.90,13.80,32.60,13.90,86.10,69.80,30.20,36.90,63.10
Aaron Brooks,2015,30,82.00,50.00,32.00,23.00,61.70,38.30,46.80,10.50,38.10,9.50,15.20,7.10,36.30,12.60,87.40,61.20,38.80,29.70,70.30
Aaron Brooks,2016,31,69.00,36.00,33.00,16.10,60.60,39.40,49.70,12.20,40.30,8.40,10.00,7.70,37.50,9.00,91.00,57.60,42.40,26.10,73.90
Aaron Brooks,2017,32,65.00,36.00,29.00,13.70,57.30,42.70,45.30,17.40,44.70,7.50,9.90,12.40,28.00,9.60,90.40,58.30,41.70,28.90,71.10
Aaron Brooks,2018,33,32.00,19.00,13.00,5.90,55.10,44.90,45.30,21.30,44.00,2.70,10.70,10.70,24.00,11.80,88.20,81.80,18.20,39.30,60.70
Aaron Gordon,2015,19,47.00,14.00,33.00,17.00,76.90,23.10,65.80,4.10,16.00,21.00,18.10,25.10,61.70,48.80,51.30,92.30,7.70,54.80,45.20
Aaron Gordon,2016,20,78.00,32.00,46.00,23.90,75.50,24.50,64.50,8.90,17.50,17.70,17.90,20.60,55.60,51.70,48.30,97.60,2.40,58.80,41.20
Aaron Gordon,2017,21,80.00,29.00,51.00,28.70,69.10,30.90,62.00,13.50,22.70,17.40,15.30,17.20,48.50,50.30,49.70,84.40,15.60,57.00,43.00
Aaron Gordon,2018,22,58.00,19.00,39.00,32.90,60.50,39.50,50.90,10.20,33.80,14.30,15.40,15.20,40.70,48.80,51.20,83.50,16.50,59.50,40.50
Aaron Gordon,2019,23,78.00,40.00,38.00,33.80,66.80,33.20,56.00,9.30,29.10,12.00,14.80,13.70,46.70,50.40,49.60,84.30,15.70,59.10,40.90
Aaron Gray,2014,29,37.00,12.00,25.00,9.60,98.40,1.60,83.10,9.20,0.00,3.10,16.90,10.80,73.80,66.70,33.30,0.00,0.00,66.70,33.30
Aaron Harrison,2016,21,21.00,15.00,6.00,4.40,47.40,52.60,22.20,0.00,50.00,11.10,27.80,5.60,22.20,100.00,0.00,66.70,33.30,80.00,20.00
Aaron Harrison,2017,22,5.00,2.00,3.00,3.30,50.00,50.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aaron Harrison,2018,23,9.00,2.00,7.00,25.90,37.70,62.30,33.30,10.00,45.00,18.30,21.70,11.70,23.30,30.00,70.00,100.00,0.00,63.20,36.80
Aaron Holiday,2019,22,50.00,31.00,19.00,12.90,51.50,48.50,42.20,12.90,43.90,15.00,13.90,16.30,29.30,38.70,61.30,79.10,20.90,55.20,44.80
Aaron Jackson,2018,32,1.00,0.00,1.00,34.50,55.60,44.40,50.00,0.00,37.50,0.00,12.50,0.00,50.00,50.00,50.00,0.00,100.00,33.30,66.70
Abdel Nader,2018,24,48.00,33.00,15.00,10.90,56.40,43.60,37.00,2.70,47.30,11.60,15.80,20.50,34.20,33.30,66.70,95.70,4.30,62.00,38.00
Abdel Nader,2019,25,61.00,38.00,23.00,11.40,53.50,46.50,49.00,1.70,39.80,18.70,11.20,20.30,47.30,49.20,50.80,96.90,3.10,65.90,34.10
Adonis Thomas,2014,21,6.00,2.00,4.00,6.30,64.30,35.70,71.40,28.60,21.40,42.90,7.10,35.70,42.90,20.00,80.00,100.00,0.00,33.30,66.70
Adreian Payne,2015,24,32.00,7.00,25.00,23.10,95.90,4.10,84.50,31.00,1.40,2.80,14.10,13.60,53.50,63.30,36.70,100.00,0.00,63.70,36.30
Adreian Payne,2016,25,52.00,18.00,34.00,9.30,77.90,22.10,66.70,24.20,20.50,6.10,12.90,15.20,42.40,59.10,40.90,88.90,11.10,64.20,35.80
Adreian Payne,2017,26,18.00,5.00,13.00,7.50,72.20,27.80,63.50,25.40,14.30,6.30,22.20,17.50,38.10,65.00,35.00,100.00,0.00,69.60,30.40
Adreian Payne,2018,27,5.00,0.00,5.00,8.50,70.00,30.00,47.60,19.00,28.60,0.00,23.80,23.80,28.60,80.00,20.00,100.00,0.00,85.70,14.30
Al Harrington,2014,34,34.00,20.00,14.00,15.00,51.70,48.30,42.70,5.30,45.30,9.80,12.00,16.40,37.30,64.60,35.40,100.00,0.00,79.30,20.70
Al Horford,2014,28,29.00,16.00,13.00,33.00,97.40,2.60,87.00,32.70,2.20,11.20,10.80,15.80,54.30,70.90,29.10,100.00,0.00,71.40,28.60
Al Horford,2015,29,76.00,56.00,20.00,30.50,96.30,3.70,87.90,35.60,2.90,8.20,9.30,12.40,52.20,78.90,21.10,90.90,9.10,79.20,20.80
Al Horford,2016,30,82.00,48.00,34.00,32.10,75.60,24.40,70.60,23.70,21.10,9.10,8.20,14.60,46.90,77.60,22.40,100.00,0.00,81.30,18.70
Al Horford,2017,31,68.00,46.00,22.00,32.30,69.80,30.20,61.60,19.30,27.10,4.30,11.30,10.50,42.20,59.00,41.00,97.70,2.30,67.80,32.20
Al Horford,2018,32,72.00,47.00,25.00,31.60,70.00,30.00,58.50,14.00,31.40,4.20,10.10,13.90,44.40,57.20,42.80,94.80,5.20,67.10,32.90
Al Horford,2019,33,68.00,41.00,27.00,29.00,71.90,28.10,67.90,20.10,23.70,5.00,8.40,11.50,47.80,75.20,24.80,100.00,0.00,79.80,20.20
Al Jefferson,2014,29,73.00,38.00,35.00,35.00,98.90,1.10,87.50,25.70,0.60,1.70,12.00,14.00,61.70,61.10,38.90,100.00,0.00,61.30,38.70
Al Jefferson,2015,30,65.00,25.00,40.00,30.60,99.50,0.50,89.50,26.20,0.60,2.30,10.00,12.10,63.20,59.70,40.30,50.00,50.00,59.70,40.30
Al Jefferson,2016,31,47.00,33.00,14.00,23.30,100.00,0.00,87.20,29.20,0.00,2.70,12.80,13.90,58.00,55.50,44.50,0.00,0.00,55.50,44.50
Al Jefferson,2017,32,66.00,33.00,33.00,14.10,99.80,0.20,87.90,17.90,0.00,0.70,12.10,13.10,69.90,53.60,46.40,0.00,0.00,53.60,46.40
Al Jefferson,2018,33,36.00,17.00,19.00,13.40,98.60,1.40,88.10,26.20,0.00,1.60,11.90,13.50,61.90,59.50,40.50,0.00,0.00,59.50,40.50
Al-Farouq Aminu,2014,23,80.00,33.00,47.00,25.60,90.30,9.70,77.30,15.00,6.80,19.90,15.90,19.10,62.20,67.40,32.60,100.00,0.00,69.20,30.80
Al-Farouq Aminu,2015,24,74.00,45.00,29.00,18.50,65.30,34.70,54.90,3.90,24.80,20.90,20.40,26.50,51.00,67.30,32.70,100.00,0.00,74.80,25.20
Al-Farouq Aminu,2016,25,82.00,44.00,38.00,28.50,51.50,48.50,41.20,8.30,45.10,11.40,13.70,13.70,32.90,59.50,40.50,92.90,7.10,73.60,26.40
Al-Farouq Aminu,2017,26,61.00,33.00,28.00,29.10,54.50,45.50,42.50,4.50,39.50,9.00,18.00,11.30,38.00,46.00,54.00,100.00,0.00,66.70,33.30
Al-Farouq Aminu,2018,27,69.00,40.00,29.00,30.00,41.80,58.20,32.60,1.90,58.20,8.70,9.20,16.60,30.70,48.60,51.40,96.00,4.00,74.30,25.70
Al-Farouq Aminu,2019,28,81.00,52.00,29.00,28.30,52.80,47.20,42.40,1.80,37.90,13.60,19.70,15.90,40.50,51.60,48.40,100.00,0.00,69.60,30.40
Alan Anderson,2014,31,78.00,43.00,35.00,22.70,48.90,51.10,39.00,13.50,44.70,11.50,16.30,15.40,25.50,43.60,56.40,89.30,10.70,63.40,36.60
Alan Anderson,2015,32,74.00,35.00,39.00,23.60,52.30,47.70,44.80,11.00,40.20,8.30,15.00,13.60,33.80,54.10,45.90,82.20,17.80,64.60,35.40
Alan Anderson,2016,33,13.00,8.00,5.00,14.80,37.30,62.70,27.70,9.20,55.40,13.80,16.90,10.80,18.50,33.30,66.70,100.00,0.00,71.40,28.60
Alan Anderson,2017,34,30.00,20.00,10.00,10.30,45.00,55.00,37.20,7.00,48.80,0.00,14.00,19.80,30.20,56.30,43.80,85.70,14.30,70.00,30.00
Alan Williams,2016,23,10.00,3.00,7.00,6.80,100.00,0.00,69.00,6.90,0.00,0.00,31.00,0.00,62.10,50.00,50.00,0.00,0.00,50.00,50.00
Alan Williams,2017,24,47.00,11.00,36.00,15.10,99.60,0.40,79.80,4.00,0.00,13.30,20.20,11.00,75.70,72.50,27.50,0.00,0.00,72.50,27.50
Alan Williams,2018,25,5.00,1.00,4.00,14.10,100.00,0.00,70.00,0.00,0.00,0.00,30.00,10.00,70.00,85.70,14.30,0.00,0.00,85.70,14.30
Alan Williams,2019,26,5.00,1.00,4.00,5.10,92.30,7.70,88.90,11.10,0.00,0.00,11.10,0.00,77.80,75.00,25.00,0.00,0.00,75.00,25.00
Alec Burks,2014,22,78.00,24.00,54.00,28.10,82.80,17.20,60.60,15.10,13.80,16.40,25.60,15.50,45.50,32.70,67.30,82.00,18.00,39.20,60.80
Alec Burks,2015,23,27.00,9.00,18.00,33.30,77.30,22.70,50.80,18.20,20.90,20.10,28.30,13.90,32.60,31.60,68.40,76.90,23.10,41.30,58.70
Alec Burks,2016,24,31.00,13.00,18.00,25.70,76.30,23.70,51.00,15.00,23.30,12.40,25.70,12.60,35.90,23.80,76.20,62.50,37.50,32.80,67.20
Alec Burks,2017,25,42.00,26.00,16.00,15.50,69.40,30.60,52.30,17.70,26.50,14.10,21.20,15.90,34.60,31.10,68.90,84.00,16.00,44.40,55.60
Alec Burks,2018,26,64.00,37.00,27.00,16.50,65.70,34.30,49.80,11.30,28.50,11.10,21.70,19.80,38.50,43.10,56.90,66.00,34.00,49.40,50.60
Alec Burks,2019,27,64.00,19.00,45.00,21.50,64.60,35.40,46.70,7.80,32.60,7.10,20.70,11.90,38.90,42.00,58.00,77.00,23.00,53.10,46.90
Alec Peters,2018,23,20.00,2.00,18.00,11.20,21.60,78.40,24.40,4.90,65.90,13.40,9.80,7.30,19.50,80.00,20.00,100.00,0.00,92.90,7.10
Alex Abrines,2017,23,68.00,37.00,31.00,15.50,27.60,72.40,19.70,4.90,69.50,17.70,10.80,16.50,14.80,60.00,40.00,96.80,3.20,85.80,14.20
Alex Abrines,2018,24,75.00,42.00,33.00,15.10,24.10,75.90,17.60,1.10,71.40,15.60,11.00,16.40,16.40,54.80,45.20,100.00,0.00,87.80,12.20
Alex Abrines,2019,25,31.00,21.00,10.00,19.00,19.10,80.90,18.20,6.10,74.50,12.10,7.30,6.70,12.10,80.00,20.00,95.10,4.90,91.10,8.90
Alex Caruso,2018,24,37.00,16.00,21.00,15.20,62.90,37.10,55.20,6.00,29.10,20.10,15.70,16.40,49.30,51.40,48.60,61.50,38.50,54.00,46.00
Alex Caruso,2019,25,25.00,8.00,17.00,21.20,71.10,28.90,46.30,5.20,31.40,12.20,22.30,23.10,41.00,41.50,58.50,66.70,33.30,49.40,50.60
Alex Kirk,2015,23,5.00,2.00,3.00,2.80,100.00,0.00,50.00,0.00,0.00,0.00,50.00,0.00,50.00,0.00,100.00,0.00,0.00,0.00,100.00
Alex Len,2014,21,42.00,24.00,18.00,8.60,100.00,0.00,76.70,9.30,0.00,5.80,23.30,11.60,67.40,48.50,51.50,0.00,0.00,48.50,51.50
Alex Len,2015,22,69.00,35.00,34.00,22.00,99.20,0.80,82.40,13.40,0.70,6.00,16.90,13.70,69.00,66.30,33.70,100.00,0.00,66.50,33.50
Alex Len,2016,23,78.00,23.00,55.00,23.30,98.90,1.10,74.80,17.90,0.40,4.10,24.80,12.90,56.90,66.90,33.10,100.00,0.00,67.00,33.00
Alex Len,2017,24,77.00,21.00,56.00,20.30,97.40,2.60,74.10,9.10,1.50,6.40,24.50,10.80,64.90,63.00,37.00,100.00,0.00,63.50,36.50
Alex Len,2018,25,69.00,20.00,49.00,20.20,99.20,0.80,72.60,3.10,0.50,2.90,26.90,12.60,69.50,67.60,32.40,100.00,0.00,67.80,32.20
Alex Len,2019,25,77.00,28.00,49.00,20.10,68.50,31.50,57.60,2.10,26.00,6.90,16.40,12.40,55.50,72.00,28.00,98.60,1.40,78.10,21.90
Alex Poythress,2017,23,6.00,0.00,6.00,26.10,64.80,35.20,59.40,6.30,28.10,3.10,12.50,17.20,53.10,57.90,42.10,100.00,0.00,68.00,32.00
Alex Poythress,2018,24,25.00,10.00,15.00,4.20,57.70,42.30,53.80,0.00,46.20,7.70,0.00,7.70,53.80,71.40,28.60,100.00,0.00,81.80,18.20
Alex Poythress,2019,25,21.00,7.00,14.00,14.50,71.60,28.40,57.90,0.00,25.20,8.40,16.80,11.20,57.90,71.00,29.00,100.00,0.00,77.50,22.50
Alex Stepheson,2016,28,8.00,2.00,6.00,9.00,100.00,0.00,81.80,9.10,0.00,9.10,18.20,18.20,72.70,33.30,66.70,0.00,0.00,33.30,66.70
Alexey Shved,2014,25,63.00,28.00,35.00,10.50,57.00,43.00,36.80,3.20,36.00,23.60,27.20,16.80,33.60,39.10,60.90,63.30,36.70,48.70,51.30
Alexey Shved,2015,26,42.00,10.00,32.00,18.30,58.50,41.50,39.60,6.00,32.50,19.60,27.90,13.80,33.60,30.20,69.80,68.10,31.90,43.60,56.40
Alexis Ajinca,2014,26,56.00,22.00,34.00,17.00,99.60,0.40,82.90,20.10,0.00,1.80,17.10,15.20,62.80,70.60,29.40,0.00,0.00,70.60,29.40
Alexis Ajinca,2015,27,68.00,41.00,27.00,14.10,100.00,0.00,81.70,22.10,0.00,2.00,18.30,8.80,59.60,61.30,38.70,0.00,0.00,61.30,38.70
Alexis Ajinca,2016,28,59.00,20.00,39.00,14.60,99.70,0.30,85.20,35.20,0.00,1.40,14.80,9.40,50.00,76.70,23.30,0.00,0.00,76.70,23.30
Alexis Ajinca,2017,29,39.00,15.00,24.00,15.00,97.80,2.20,86.00,23.20,0.00,2.40,14.00,8.20,62.80,82.00,18.00,0.00,0.00,82.00,18.00
Alfonzo McKinnie,2018,25,14.00,13.00,1.00,3.80,40.00,60.00,47.60,9.50,42.90,0.00,9.50,0.00,38.10,60.00,40.00,100.00,0.00,75.00,25.00
Alfonzo McKinnie,2019,26,72.00,53.00,19.00,13.90,57.10,42.90,54.60,3.60,37.40,19.30,8.00,12.80,51.00,71.70,28.30,100.00,0.00,80.60,19.40
Alize Johnson,2019,23,14.00,9.00,5.00,4.60,87.50,12.50,46.20,0.00,23.10,0.00,30.80,15.40,46.20,0.00,100.00,100.00,0.00,25.00,75.00
Allen Crabbe,2014,22,15.00,12.00,3.00,6.70,57.60,42.40,36.40,12.10,54.50,6.10,9.10,15.20,24.20,66.70,33.30,83.30,16.70,75.00,25.00
Allen Crabbe,2015,23,51.00,36.00,15.00,13.40,44.40,55.60,39.30,6.00,53.60,20.20,7.10,24.40,33.30,84.80,15.20,100.00,0.00,92.10,7.90
Allen Crabbe,2016,24,81.00,43.00,38.00,26.00,58.00,42.00,47.80,27.20,40.40,15.00,11.80,19.40,20.70,76.90,23.10,96.40,3.60,83.90,16.10
Allen Crabbe,2017,25,79.00,39.00,40.00,28.50,53.30,46.70,40.00,17.50,47.60,14.80,12.40,17.00,22.50,77.50,22.50,97.00,3.00,86.10,13.90
Allen Crabbe,2018,26,75.00,25.00,50.00,29.30,35.70,64.30,27.50,8.70,60.90,8.70,11.60,14.80,18.80,74.30,25.70,94.00,6.00,86.10,13.90
Allen Crabbe,2019,27,43.00,19.00,24.00,26.40,30.60,69.40,18.90,5.80,71.20,15.00,9.90,11.60,13.10,87.20,12.80,99.00,1.00,95.60,4.40
Allonzo Trier,2019,23,64.00,13.00,51.00,22.80,74.50,25.50,51.80,13.50,22.40,13.80,25.80,15.50,38.30,26.70,73.30,63.50,36.50,34.90,65.10
Alonzo Gee,2014,27,65.00,29.00,36.00,15.70,75.40,24.60,61.20,8.50,22.10,22.10,16.70,17.80,52.70,63.30,36.70,94.70,5.30,69.40,30.60
Alonzo Gee,2015,28,54.00,21.00,33.00,12.20,81.20,18.80,61.40,3.30,16.20,33.20,22.40,28.60,58.10,47.30,52.70,100.00,0.00,55.20,44.80
Alonzo Gee,2016,29,73.00,27.00,46.00,22.40,76.50,23.50,70.80,4.30,15.70,32.60,13.50,29.50,66.50,69.60,30.40,100.00,0.00,73.50,26.50
Alonzo Gee,2017,30,13.00,4.00,9.00,6.90,78.60,21.40,54.50,0.00,0.00,0.00,45.50,0.00,54.50,66.70,33.30,0.00,0.00,66.70,33.30
Amar'e Stoudemire,2014,31,65.00,26.00,39.00,22.60,100.00,0.00,80.60,21.20,0.00,2.80,19.40,14.50,59.30,62.10,37.90,0.00,0.00,62.10,37.90
Amar'e Stoudemire,2015,32,59.00,19.00,40.00,21.10,99.20,0.80,80.30,10.90,0.00,2.90,19.70,14.60,69.40,46.90,53.10,0.00,0.00,46.90,53.10
Amar'e Stoudemire,2016,33,52.00,30.00,22.00,14.70,100.00,0.00,83.30,13.30,0.00,3.30,16.70,15.70,70.00,71.20,28.80,0.00,0.00,71.20,28.80
Amile Jefferson,2019,26,12.00,9.00,3.00,5.70,100.00,0.00,74.10,0.00,0.00,14.80,25.90,22.20,74.10,70.00,30.00,0.00,0.00,70.00,30.00
Amir Johnson,2014,27,77.00,43.00,34.00,28.80,89.20,10.80,81.10,10.30,7.50,7.90,11.40,17.30,70.80,71.00,29.00,95.00,5.00,72.40,27.60
Amir Johnson,2015,28,75.00,44.00,31.00,26.40,91.10,8.90,80.40,4.00,8.20,8.90,11.40,11.70,76.40,68.50,31.50,100.00,0.00,70.50,29.50
Amir Johnson,2016,29,79.00,45.00,34.00,22.80,89.90,10.10,82.80,2.10,5.20,13.90,12.00,18.50,80.80,66.10,33.90,100.00,0.00,67.50,32.50
Amir Johnson,2017,30,80.00,51.00,29.00,20.10,82.20,17.80,71.50,1.50,15.60,6.70,12.90,10.20,70.00,75.80,24.20,100.00,0.00,78.90,21.10
Amir Johnson,2018,31,74.00,47.00,27.00,15.80,87.70,12.30,76.00,1.80,8.80,5.30,15.20,14.00,74.30,65.40,34.60,100.00,0.00,67.90,32.10
Amir Johnson,2019,32,51.00,32.00,19.00,10.40,74.50,25.50,66.70,2.00,17.90,6.50,15.40,13.40,64.70,68.70,31.30,100.00,0.00,73.40,26.60
Anderson Varejao,2014,31,65.00,25.00,40.00,27.70,98.50,1.50,83.20,27.50,0.00,5.90,16.80,12.30,55.70,68.30,31.70,0.00,0.00,68.30,31.70
Anderson Varejao,2015,32,26.00,16.00,10.00,24.40,99.00,1.00,87.10,20.40,0.00,9.40,12.90,12.20,66.70,88.30,11.70,0.00,0.00,88.30,11.70
Anderson Varejao,2016,33,53.00,41.00,12.00,9.40,99.20,0.80,76.80,20.30,0.00,4.30,23.20,8.70,56.50,71.70,28.30,0.00,0.00,71.70,28.30
Anderson Varejao,2017,34,14.00,12.00,2.00,6.60,100.00,0.00,55.60,11.10,0.00,22.20,44.40,11.10,44.40,60.00,40.00,0.00,0.00,60.00,40.00
Andray Blatche,2014,27,73.00,40.00,33.00,22.20,92.00,8.00,74.50,20.00,5.50,6.10,20.00,17.20,54.60,53.90,46.10,93.30,6.70,55.80,44.20
Andre Dawkins,2015,23,4.00,2.00,2.00,5.40,0.00,100.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,100.00,0.00
Andre Drummond,2014,20,81.00,29.00,52.00,32.30,99.70,0.30,87.50,0.40,0.00,15.30,12.50,19.10,87.10,57.40,42.60,0.00,0.00,57.40,42.60
Andre Drummond,2015,21,82.00,32.00,50.00,30.50,99.80,0.20,87.40,1.20,0.00,14.50,12.60,14.50,86.20,57.90,42.10,0.00,0.00,57.90,42.10
Andre Drummond,2016,22,81.00,43.00,38.00,32.90,99.40,0.60,83.70,2.40,0.50,7.20,15.80,13.80,81.30,53.30,46.70,0.00,100.00,53.10,46.90
Andre Drummond,2017,23,81.00,36.00,45.00,29.70,99.20,0.80,87.10,7.20,0.50,8.60,12.40,13.80,79.80,60.50,39.50,0.00,100.00,60.20,39.80
Andre Drummond,2018,24,78.00,37.00,41.00,33.70,98.80,1.20,79.60,1.40,0.00,8.00,20.40,14.80,78.20,54.50,45.50,0.00,0.00,54.50,45.50
Andre Drummond,2019,25,79.00,40.00,39.00,33.50,96.40,3.60,81.20,1.30,1.10,7.00,17.70,18.00,79.90,57.00,43.00,80.00,20.00,57.20,42.80
Andre Iguodala,2014,30,63.00,41.00,22.00,32.40,61.80,38.20,53.70,11.60,31.60,25.50,14.60,23.60,42.20,50.60,49.40,90.30,9.70,61.80,38.20
Andre Iguodala,2015,31,77.00,64.00,13.00,26.90,57.30,42.70,52.00,11.60,36.80,29.60,11.30,26.00,40.40,64.30,35.70,90.50,9.50,72.70,27.30
Andre Iguodala,2016,32,65.00,59.00,6.00,26.60,58.20,41.80,53.40,11.80,35.40,25.20,11.20,26.90,41.60,63.10,36.90,94.40,5.60,72.70,27.30
Andre Iguodala,2017,33,76.00,64.00,12.00,26.30,57.30,42.70,54.00,11.10,33.40,25.10,12.50,17.80,42.90,70.30,29.70,92.20,7.80,76.70,23.30
Andre Iguodala,2018,34,64.00,46.00,18.00,25.40,63.40,36.60,59.90,11.50,25.80,24.20,14.30,19.30,48.40,59.10,40.90,84.80,15.20,64.90,35.10
Andre Iguodala,2019,35,68.00,47.00,21.00,23.20,52.30,47.70,53.00,4.10,37.00,21.60,10.00,20.60,48.80,75.70,24.30,95.80,4.20,82.10,17.90
Andre Ingram,2018,32,2.00,1.00,1.00,32.10,47.10,52.90,25.00,8.30,62.50,12.50,12.50,0.00,16.70,100.00,0.00,100.00,0.00,100.00,0.00
Andre Ingram,2019,33,4.00,1.00,3.00,3.70,50.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andre Miller,2014,38,58.00,32.00,26.00,16.90,90.90,9.10,67.10,11.30,11.70,9.50,21.20,11.30,55.80,18.90,81.10,90.90,9.10,26.40,73.60
Andre Miller,2015,39,81.00,44.00,37.00,15.50,88.30,11.70,77.70,18.00,5.90,6.50,16.30,11.80,59.70,29.00,71.00,71.40,28.60,31.00,69.00
Andre Miller,2016,40,39.00,20.00,19.00,11.80,92.50,7.50,79.20,19.40,4.20,7.60,16.70,20.10,59.70,33.30,66.70,100.00,0.00,35.60,64.40
Andre Roberson,2014,22,40.00,30.00,10.00,10.00,80.90,19.10,82.70,0.00,8.00,28.00,9.30,22.70,82.70,45.20,54.80,100.00,0.00,48.50,51.50
Andre Roberson,2015,23,67.00,41.00,26.00,19.20,57.70,42.30,62.30,0.90,27.60,25.00,10.10,23.20,61.40,76.10,23.90,95.20,4.80,80.40,19.60
Andre Roberson,2016,24,70.00,48.00,22.00,22.20,62.40,37.60,61.70,0.00,28.50,25.20,9.80,18.70,61.70,71.20,28.80,96.90,3.10,77.20,22.80
Andre Roberson,2017,25,79.00,46.00,33.00,30.10,60.30,39.70,65.10,0.80,25.90,23.40,9.00,23.60,64.40,76.50,23.50,97.80,2.20,80.90,19.10
Andre Roberson,2018,26,39.00,24.00,15.00,26.60,77.80,22.20,81.40,0.00,12.40,22.20,6.20,23.20,81.40,75.90,24.10,100.00,0.00,78.20,21.80
Andrea Bargnani,2014,28,42.00,15.00,27.00,29.90,78.50,21.50,68.80,30.50,16.10,3.90,15.10,17.70,38.40,76.00,24.00,96.70,3.30,78.80,21.20
Andrea Bargnani,2015,29,29.00,5.00,24.00,27.10,88.60,11.40,69.30,34.00,10.50,3.30,20.20,9.80,35.30,68.50,31.50,100.00,0.00,71.30,28.70
Andrea Bargnani,2016,30,46.00,11.00,35.00,13.80,94.30,5.70,81.60,50.00,3.00,3.30,15.50,13.50,31.60,86.30,13.70,100.00,0.00,86.60,13.40
Andrei Kirilenko,2014,33,45.00,30.00,15.00,19.10,96.90,3.10,71.70,3.50,1.30,11.50,27.00,21.20,68.10,69.10,30.90,100.00,0.00,69.50,30.50
Andrei Kirilenko,2015,34,7.00,3.00,4.00,5.20,100.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andrew Bogut,2014,29,67.00,40.00,27.00,26.40,100.00,0.00,95.50,2.00,0.00,6.90,4.50,17.10,93.50,71.50,28.50,0.00,0.00,71.50,28.50
Andrew Bogut,2015,30,67.00,58.00,9.00,23.60,100.00,0.00,94.80,1.90,0.00,2.60,5.20,14.00,92.90,66.00,34.00,0.00,0.00,66.00,34.00
Andrew Bogut,2016,31,70.00,62.00,8.00,20.70,99.60,0.40,92.80,1.60,0.80,7.70,6.40,11.20,91.20,76.40,23.60,0.00,100.00,76.00,24.00
Andrew Bogut,2017,32,27.00,8.00,19.00,21.60,98.80,1.20,96.20,5.10,0.00,0.00,3.80,20.30,91.10,52.60,47.40,0.00,0.00,52.60,47.40
Andrew Bogut,2018,33,24.00,7.00,17.00,9.00,100.00,0.00,94.40,5.60,0.00,5.60,5.60,11.10,88.90,35.30,64.70,0.00,0.00,35.30,64.70
Andrew Bogut,2019,34,11.00,8.00,3.00,12.20,100.00,0.00,92.30,5.10,0.00,0.00,7.70,5.10,87.20,61.10,38.90,0.00,0.00,61.10,38.90
Andrew Bynum,2014,26,26.00,11.00,15.00,19.80,100.00,0.00,83.60,18.70,0.00,1.80,16.40,13.80,64.90,47.90,52.10,0.00,0.00,47.90,52.10
Andrew Goudelock,2016,27,8.00,5.00,3.00,6.20,55.00,45.00,72.70,36.40,13.60,0.00,13.60,18.20,36.40,12.50,87.50,0.00,100.00,11.10,88.90
Andrew Harrison,2017,22,72.00,38.00,34.00,20.50,56.70,43.30,34.80,7.50,30.40,9.60,34.80,18.80,27.30,14.90,85.10,62.80,37.20,32.50,67.50
Andrew Harrison,2018,23,56.00,17.00,39.00,23.70,66.90,33.10,50.30,13.50,26.50,12.80,23.30,15.00,36.80,13.40,86.60,74.50,25.50,29.30,70.70
Andrew Harrison,2019,24,17.00,6.00,11.00,10.90,52.80,47.20,40.70,3.70,27.80,9.30,31.50,24.10,37.00,18.20,81.80,60.00,40.00,31.30,68.80
Andrew Nicholson,2014,24,76.00,19.00,57.00,15.40,78.80,21.20,69.90,35.90,19.30,3.00,10.80,10.60,34.00,58.60,41.40,96.40,3.60,64.40,35.60
Andrew Nicholson,2015,25,40.00,14.00,26.00,12.30,78.40,21.60,72.20,33.00,20.10,1.50,7.70,15.50,39.20,74.30,25.70,92.30,7.70,77.10,22.90
Andrew Nicholson,2016,26,56.00,22.00,34.00,14.70,63.20,36.80,54.70,9.40,32.00,2.90,13.30,14.10,45.30,36.20,63.80,97.60,2.40,53.40,46.60
Andrew Nicholson,2017,27,38.00,20.00,18.00,9.00,75.70,24.30,76.00,18.00,15.00,4.00,9.00,14.00,58.00,65.80,34.20,100.00,0.00,69.80,30.20
