PLAYER,YEAR,AGE,GP,W,L,MP,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_MR,PCT_PTS_3PT,PCT_PTS_FSTBRK,PCT_PTS_FT,PCT_PTS_OFF_TOS,PCT_PTS_INTHEPT,PCT_2PTGFM_ASSTD,PCT_2PTGFM_UNASSTD,PCT_3PTGFM_ASSTD,PCT_3PTGFM_UNASSTD,PCT_FGM_ASSTD,PCT_FGM_UNASSTD
Spencer Hawes,2017,29,54.00,27.00,27.00,14.80,70.80,29.20,64.70,11.30,22.30,5.90,13.10,8.00,53.40,81.70,18.30,100.00,0.00,85.10,14.90
Stanley Johnson,2016,20,73.00,37.00,36.00,23.10,65.80,34.20,54.60,13.20,31.90,20.10,13.50,15.00,41.50,34.60,65.40,88.90,11.10,49.80,50.20
Stanley Johnson,2017,21,77.00,35.00,42.00,17.80,57.80,42.20,49.60,22.40,39.80,12.70,10.60,13.60,27.10,34.50,65.50,93.30,6.70,55.00,45.00
Stanley Johnson,2018,22,69.00,33.00,36.00,27.40,58.20,41.80,47.70,13.00,33.60,19.20,18.70,16.00,34.70,37.10,62.90,97.00,3.00,56.20,43.80
Stanley Johnson,2019,23,66.00,28.00,38.00,18.30,51.10,48.90,48.00,5.30,41.00,15.00,11.00,15.90,42.70,32.10,67.90,93.50,6.50,54.40,45.60
Stephen Curry,2014,26,78.00,50.00,28.00,36.50,55.50,44.50,41.80,21.20,41.80,20.20,16.40,16.30,20.50,19.70,80.30,45.60,54.40,30.10,69.90
Stephen Curry,2015,27,80.00,67.00,13.00,32.70,51.80,48.20,38.60,12.30,45.20,25.80,16.20,18.70,26.30,33.20,66.80,58.70,41.30,44.40,55.60
Stephen Curry,2016,28,79.00,71.00,8.00,34.20,44.60,55.40,33.90,7.20,50.80,21.10,15.30,15.80,26.80,37.20,62.80,56.00,44.00,46.60,53.40
Stephen Curry,2017,29,79.00,65.00,14.00,33.40,45.30,54.70,35.10,10.00,48.60,23.90,16.30,17.30,25.10,41.30,58.70,64.20,35.80,52.30,47.70
Stephen Curry,2018,30,51.00,41.00,10.00,32.00,42.00,58.00,32.10,11.60,47.30,16.50,20.70,16.30,20.50,41.70,58.30,61.80,38.20,51.60,48.40
Stephen Curry,2019,31,69.00,52.00,17.00,33.80,39.60,60.40,29.60,9.00,56.50,16.90,14.00,14.10,20.50,46.40,53.60,68.90,31.10,59.00,41.00
Stephen Jackson,2014,36,9.00,6.00,3.00,11.90,46.20,53.80,66.70,13.30,20.00,20.00,13.30,40.00,53.30,40.00,60.00,100.00,0.00,50.00,50.00
Stephen Zimmerman,2017,20,19.00,8.00,11.00,5.70,100.00,0.00,87.00,17.40,0.00,0.00,13.00,17.40,69.60,60.00,40.00,0.00,0.00,60.00,40.00
Sterling Brown,2018,23,54.00,26.00,28.00,14.40,55.60,44.40,46.10,11.10,44.20,18.00,9.70,21.20,35.00,58.00,42.00,93.80,6.30,72.00,28.00
Sterling Brown,2019,24,58.00,45.00,13.00,17.80,52.90,47.10,49.50,3.80,42.70,19.60,7.80,18.00,45.70,67.40,32.60,96.20,3.80,77.90,22.10
Steve Blake,2014,34,55.00,31.00,24.00,27.20,40.50,59.50,28.60,18.00,62.70,9.80,8.70,8.50,10.60,24.10,75.90,86.10,13.90,60.90,39.10
Steve Blake,2015,35,81.00,51.00,30.00,18.90,33.00,67.00,25.70,17.10,66.00,7.10,8.30,10.90,8.60,33.30,66.70,75.30,24.70,59.80,40.20
Steve Blake,2016,36,58.00,34.00,24.00,17.00,37.10,62.90,32.30,15.70,61.40,5.50,6.30,15.70,16.50,19.50,80.50,71.20,28.80,48.40,51.60
Steve Nash,2014,40,15.00,4.00,11.00,20.80,74.50,25.50,54.90,29.40,23.50,9.80,21.60,16.70,25.50,14.30,85.70,75.00,25.00,27.80,72.20
Steve Novak,2014,31,54.00,28.00,26.00,10.00,16.40,83.60,9.00,9.00,87.60,5.10,3.40,23.60,0.00,50.00,50.00,92.30,7.70,86.70,13.30
Steve Novak,2015,32,35.00,12.00,23.00,5.60,14.30,85.70,9.50,9.50,90.50,23.80,0.00,9.50,0.00,100.00,0.00,100.00,0.00,100.00,0.00
Steve Novak,2016,33,10.00,8.00,2.00,4.40,16.70,83.30,8.30,8.30,87.50,0.00,4.20,0.00,0.00,0.00,100.00,100.00,0.00,87.50,12.50
Steve Novak,2017,34,8.00,6.00,2.00,2.70,14.30,85.70,40.00,0.00,60.00,0.00,0.00,0.00,40.00,100.00,0.00,100.00,0.00,100.00,0.00
Steven Adams,2014,20,81.00,59.00,22.00,14.80,100.00,0.00,70.20,1.50,0.00,3.40,29.80,10.20,68.70,61.30,38.70,0.00,0.00,61.30,38.70
Steven Adams,2015,21,70.00,37.00,33.00,25.30,99.50,0.50,80.80,1.10,0.00,6.10,19.20,10.20,79.70,65.00,35.00,0.00,0.00,65.00,35.00
Steven Adams,2016,22,80.00,54.00,26.00,25.20,100.00,0.00,82.10,1.90,0.00,6.60,17.90,11.60,80.20,76.20,23.80,0.00,0.00,76.20,23.80
Steven Adams,2017,23,80.00,47.00,33.00,29.90,99.80,0.20,82.70,0.70,0.00,8.80,17.30,10.70,82.00,66.80,33.20,0.00,0.00,66.80,33.20
Steven Adams,2018,24,76.00,43.00,33.00,32.70,99.70,0.30,84.80,0.90,0.00,9.40,15.20,13.00,83.90,69.20,30.80,0.00,0.00,69.20,30.80
Steven Adams,2019,25,80.00,47.00,33.00,33.40,99.80,0.20,86.80,2.70,0.00,9.70,13.20,10.70,84.10,64.20,35.80,0.00,0.00,64.20,35.80
Svi Mykhailiuk,2019,21,42.00,19.00,23.00,10.50,36.40,63.60,25.60,9.00,65.40,17.30,9.00,13.50,16.50,70.60,29.40,96.60,3.40,87.00,13.00
T.J. McConnell,2016,24,81.00,10.00,71.00,19.80,80.80,19.20,75.90,31.20,18.90,9.70,5.30,20.30,44.60,19.80,80.20,61.30,38.70,25.70,74.30
T.J. McConnell,2017,25,81.00,27.00,54.00,26.30,89.30,10.70,80.90,17.60,5.90,11.90,13.10,17.10,63.30,24.40,75.60,90.90,9.10,27.50,72.50
T.J. McConnell,2018,26,76.00,50.00,26.00,22.50,85.30,14.70,76.60,21.30,16.90,10.90,6.50,13.00,55.20,31.10,68.90,100.00,0.00,40.00,60.00
T.J. McConnell,2019,27,76.00,46.00,30.00,19.30,90.00,10.00,85.30,29.80,8.70,13.70,6.00,12.20,55.50,40.30,59.70,100.00,0.00,44.10,55.90
T.J. Warren,2015,21,40.00,17.00,23.00,15.40,90.20,9.80,88.20,9.00,6.10,13.10,5.70,25.30,79.20,62.00,38.00,100.00,0.00,63.70,36.30
T.J. Warren,2016,22,47.00,14.00,33.00,22.80,84.10,15.90,75.00,26.40,16.30,18.60,8.70,21.40,48.50,65.30,34.70,92.90,7.10,68.80,31.20
T.J. Warren,2017,23,66.00,20.00,46.00,31.00,88.00,12.00,79.30,22.30,8.20,23.10,12.50,16.60,57.00,53.60,46.40,92.30,7.70,56.10,43.90
T.J. Warren,2018,24,65.00,18.00,47.00,33.00,91.50,8.50,80.10,19.50,4.70,24.00,15.20,17.60,60.60,61.70,38.30,100.00,0.00,63.10,36.90
T.J. Warren,2019,25,43.00,10.00,33.00,31.60,70.50,29.50,57.00,9.30,29.90,20.50,13.10,22.30,47.70,55.00,45.00,89.60,10.40,64.00,36.00
TJ Leaf,2018,21,53.00,31.00,22.00,8.70,69.10,30.90,59.00,9.00,34.60,8.30,6.40,17.90,50.00,50.00,50.00,100.00,0.00,64.10,35.90
TJ Leaf,2019,22,58.00,35.00,23.00,9.00,83.10,16.90,80.90,4.40,10.70,17.30,8.40,14.70,76.40,60.40,39.60,87.50,12.50,62.60,37.40
Tahjere McCall,2019,24,1.00,0.00,1.00,8.00,66.70,33.30,100.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00
Taj Gibson,2014,29,82.00,48.00,34.00,28.70,99.20,0.80,80.30,27.10,0.00,6.50,19.70,13.90,53.10,66.90,33.10,0.00,0.00,66.90,33.10
Taj Gibson,2015,30,62.00,38.00,24.00,27.30,100.00,0.00,79.40,14.10,0.00,4.10,20.60,12.70,65.30,71.70,28.30,0.00,0.00,71.70,28.30
Taj Gibson,2016,31,73.00,37.00,36.00,26.50,99.40,0.60,83.90,15.60,0.00,5.10,16.10,13.20,68.30,64.30,35.70,0.00,0.00,64.30,35.70
Taj Gibson,2017,32,78.00,41.00,37.00,25.50,98.20,1.80,85.60,13.90,1.10,10.20,13.40,12.80,71.60,65.70,34.30,66.70,33.30,65.80,34.20
Taj Gibson,2018,33,82.00,47.00,35.00,33.20,95.30,4.70,83.70,12.00,2.10,6.60,14.20,16.30,71.70,71.10,28.90,100.00,0.00,71.50,28.50
Taj Gibson,2019,33,70.00,32.00,38.00,24.10,93.70,6.30,77.80,7.70,4.40,9.30,17.80,17.50,70.10,66.90,33.10,100.00,0.00,68.10,31.90
Tarik Black,2015,23,63.00,25.00,38.00,19.00,99.60,0.40,82.80,1.60,0.00,5.80,17.20,14.20,81.30,64.30,35.70,0.00,0.00,64.30,35.70
Tarik Black,2016,24,39.00,6.00,33.00,12.70,100.00,0.00,85.70,1.50,0.00,4.50,14.30,11.30,84.20,73.70,26.30,0.00,0.00,73.70,26.30
Tarik Black,2017,25,67.00,24.00,43.00,16.30,99.30,0.70,77.80,1.60,0.80,8.40,21.40,11.50,76.20,68.50,31.50,0.00,100.00,68.00,32.00
Tarik Black,2018,26,51.00,40.00,11.00,10.50,91.30,8.70,82.20,0.00,1.70,1.10,16.10,14.40,82.20,82.40,17.60,100.00,0.00,82.70,17.30
Taurean Prince,2017,23,59.00,28.00,31.00,16.60,64.20,35.80,48.40,9.00,29.60,21.80,22.10,23.00,39.40,63.00,37.00,87.90,12.10,70.20,29.80
Taurean Prince,2018,24,82.00,24.00,58.00,30.00,53.10,46.90,41.30,6.40,45.60,11.60,13.10,15.10,34.90,38.10,61.90,89.80,10.20,60.00,40.00
Taurean Prince,2019,25,55.00,19.00,36.00,28.20,47.00,53.00,37.50,8.40,49.70,16.40,12.80,13.70,29.10,45.30,54.70,85.40,14.60,64.10,35.90
Tayshaun Prince,2014,34,76.00,46.00,30.00,25.60,86.00,14.00,79.30,33.90,13.20,20.30,7.50,18.30,45.40,66.70,33.30,100.00,0.00,70.00,30.00
Tayshaun Prince,2015,35,58.00,27.00,31.00,24.10,83.30,16.70,67.30,35.00,21.40,14.10,11.30,19.40,32.30,59.60,40.40,96.80,3.20,66.10,33.90
Tayshaun Prince,2016,36,77.00,27.00,50.00,19.00,90.00,10.00,88.70,57.00,5.40,8.60,5.90,18.60,31.70,74.50,25.50,100.00,0.00,75.50,24.50
Terrance Ferguson,2018,20,61.00,37.00,24.00,12.50,29.00,71.00,31.70,9.50,63.50,25.90,4.80,19.00,22.20,76.70,23.30,100.00,0.00,90.00,10.00
Terrance Ferguson,2019,21,74.00,44.00,30.00,26.10,32.70,67.30,30.80,3.50,62.00,22.00,7.20,18.50,27.30,87.30,12.70,100.00,0.00,94.60,5.40
Terrence Jones,2014,22,76.00,51.00,25.00,27.30,85.80,14.20,77.10,4.60,10.10,20.30,12.80,15.50,72.50,64.80,35.20,90.30,9.70,66.80,33.20
Terrence Jones,2015,23,33.00,24.00,9.00,27.00,87.60,12.40,75.10,2.10,10.10,14.80,14.80,17.90,73.10,60.00,40.00,100.00,0.00,63.30,36.70
Terrence Jones,2016,24,50.00,24.00,26.00,20.90,78.50,21.50,65.00,4.60,17.30,16.10,17.70,21.90,60.40,71.60,28.40,92.00,8.00,74.70,25.30
Terrence Jones,2017,25,54.00,20.00,34.00,23.50,84.80,15.20,72.60,8.20,9.80,15.60,17.60,20.50,64.40,64.20,35.80,100.00,0.00,67.10,32.90
Terrence Jones,2019,27,2.00,2.00,0.00,2.60,50.00,50.00,100.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,100.00,0.00
Terrence Ross,2014,23,81.00,47.00,34.00,26.70,45.70,54.30,35.70,11.80,54.90,15.40,9.30,20.00,23.90,54.10,45.90,95.00,5.00,74.80,25.20
Terrence Ross,2015,24,82.00,49.00,33.00,25.50,48.20,51.80,40.60,18.10,53.90,13.00,5.50,16.50,22.60,57.90,42.10,93.10,6.90,74.40,25.60
Terrence Ross,2016,25,73.00,53.00,20.00,23.90,45.80,54.20,38.60,18.60,54.60,13.10,6.80,18.10,20.00,54.00,46.00,95.40,4.60,74.10,25.90
Terrence Ross,2017,26,78.00,39.00,39.00,25.10,47.60,52.40,42.90,19.80,49.70,14.50,7.50,22.80,23.10,51.10,48.90,85.90,14.10,66.30,33.70
Terrence Ross,2018,27,24.00,10.00,14.00,25.00,51.30,48.70,44.00,16.30,43.10,9.60,12.90,20.10,27.80,67.40,32.60,86.70,13.30,75.00,25.00
Terrence Ross,2019,28,81.00,42.00,39.00,26.50,44.90,55.10,36.50,23.10,53.20,11.10,10.30,11.80,13.40,71.30,28.70,76.50,23.50,73.90,26.10
Terry Rozier,2016,22,39.00,24.00,15.00,8.00,74.50,25.50,63.90,22.20,25.00,8.30,11.10,13.90,41.70,26.10,73.90,100.00,0.00,41.40,58.60
Terry Rozier,2017,23,74.00,47.00,27.00,17.10,56.40,43.60,45.90,13.70,41.70,18.80,12.40,16.60,32.20,33.00,67.00,80.70,19.30,51.00,49.00
Terry Rozier,2018,24,80.00,54.00,26.00,25.90,49.80,50.20,36.20,10.70,51.00,15.10,12.80,17.40,25.60,26.40,73.60,70.60,29.40,47.80,52.20
Terry Rozier,2019,25,79.00,47.00,32.00,22.70,49.40,50.60,39.30,6.50,50.40,22.70,10.30,15.70,32.80,36.00,64.00,73.90,26.10,53.50,46.50
Thabo Sefolosha,2014,30,61.00,44.00,17.00,26.00,55.30,44.70,48.60,10.40,37.60,22.50,13.80,25.80,38.10,54.80,45.20,97.90,2.10,69.50,30.50
Thabo Sefolosha,2015,31,52.00,43.00,9.00,18.80,68.70,31.30,56.80,5.00,27.00,19.40,16.20,28.40,51.80,68.40,31.60,96.00,4.00,75.00,25.00
Thabo Sefolosha,2016,32,75.00,42.00,33.00,23.40,66.80,33.20,60.80,12.10,26.30,22.10,12.90,31.50,48.80,70.50,29.50,95.20,4.80,76.10,23.90
Thabo Sefolosha,2017,33,62.00,32.00,30.00,25.70,69.60,30.40,59.90,14.40,27.70,17.60,12.40,24.50,45.50,64.70,35.30,95.10,4.90,71.80,28.20
Thabo Sefolosha,2018,34,38.00,16.00,22.00,21.20,65.00,35.00,55.10,9.00,30.80,16.30,14.10,26.00,46.20,64.00,36.00,90.60,9.40,71.20,28.80
Thabo Sefolosha,2019,35,50.00,28.00,22.00,12.20,47.70,52.30,38.90,6.30,53.70,17.40,7.40,24.20,32.60,81.10,18.90,97.10,2.90,88.70,11.30
Thaddeus Young,2014,26,79.00,18.00,61.00,34.40,77.20,22.80,69.40,10.40,19.10,17.80,11.50,21.90,59.00,55.90,44.10,92.20,7.80,61.50,38.50
Thaddeus Young,2015,27,76.00,25.00,51.00,32.00,88.10,11.90,77.10,12.00,10.60,13.30,12.20,19.60,65.20,55.70,44.30,92.10,7.90,58.80,41.20
Thaddeus Young,2016,28,73.00,21.00,52.00,33.00,96.90,3.10,88.60,13.60,1.90,12.60,9.50,16.40,75.00,55.90,44.10,71.40,28.60,56.20,43.80
Thaddeus Young,2017,29,74.00,40.00,34.00,30.20,82.80,17.20,77.90,6.60,16.60,14.60,5.50,17.80,71.30,72.90,27.10,97.80,2.20,76.00,24.00
Thaddeus Young,2018,30,81.00,48.00,33.00,32.20,79.10,20.90,76.00,9.60,18.20,11.20,5.80,19.60,66.40,56.50,43.50,94.80,5.20,61.80,38.20
Thaddeus Young,2019,30,81.00,47.00,34.00,30.70,82.60,17.40,76.60,2.10,14.90,9.90,8.50,19.80,74.40,55.40,44.60,94.10,5.90,59.80,40.20
Thanasis Antetokounmpo,2016,23,2.00,1.00,1.00,3.10,75.00,25.00,100.00,0.00,0.00,33.30,0.00,0.00,100.00,33.30,66.70,0.00,0.00,33.30,66.70
Theo Pinson,2019,23,18.00,7.00,11.00,11.70,37.00,63.00,32.10,2.50,44.40,14.80,23.50,19.80,29.60,30.80,69.20,75.00,25.00,52.00,48.00
Thomas Bryant,2018,20,15.00,7.00,8.00,4.80,52.40,47.60,63.60,18.20,13.60,18.20,22.70,45.50,45.50,100.00,0.00,100.00,0.00,100.00,0.00
Thomas Bryant,2019,21,72.00,29.00,43.00,20.80,80.30,19.70,72.80,8.20,13.10,6.90,14.10,11.50,64.60,78.30,21.70,97.00,3.00,80.30,19.70
Thomas Robinson,2014,23,70.00,47.00,23.00,12.50,99.70,0.30,83.20,14.70,0.00,15.00,16.80,17.10,68.40,61.70,38.30,0.00,0.00,61.70,38.30
Thomas Robinson,2015,24,54.00,26.00,28.00,14.80,99.20,0.80,81.80,9.70,0.00,13.60,18.20,24.70,72.10,56.30,43.70,0.00,0.00,56.30,43.70
Thomas Robinson,2016,25,71.00,16.00,55.00,12.90,99.70,0.30,84.70,5.20,0.00,11.70,15.30,18.20,79.50,53.10,46.90,0.00,0.00,53.10,46.90
Thomas Robinson,2017,26,48.00,15.00,33.00,11.70,99.50,0.50,87.10,4.10,0.00,15.80,12.90,20.30,83.00,46.70,53.30,0.00,0.00,46.70,53.30
Thomas Welsh,2019,23,11.00,8.00,3.00,3.30,46.20,53.80,44.40,22.20,50.00,0.00,5.60,16.70,22.20,100.00,0.00,100.00,0.00,100.00,0.00
Thon Maker,2017,20,57.00,31.00,26.00,9.90,59.10,40.90,48.70,8.00,37.20,12.80,14.20,18.60,40.70,67.30,32.70,100.00,0.00,78.30,21.70
Thon Maker,2018,21,74.00,40.00,34.00,16.70,67.10,32.90,55.60,18.50,26.10,5.30,18.30,21.10,37.10,89.90,10.10,100.00,0.00,92.30,7.70
Thon Maker,2019,22,64.00,44.00,20.00,15.20,42.90,57.10,37.20,2.50,45.50,11.80,17.30,17.00,34.70,85.00,15.00,100.00,0.00,91.70,8.30
Tiago Splitter,2014,29,59.00,46.00,13.00,21.50,99.10,0.90,74.90,2.50,0.00,6.20,25.10,13.50,72.50,66.90,33.10,0.00,0.00,66.90,33.10
Tiago Splitter,2015,30,52.00,34.00,18.00,19.80,100.00,0.00,79.00,1.90,0.00,7.70,21.00,17.10,77.10,69.20,30.80,0.00,0.00,69.20,30.80
Tiago Splitter,2016,31,36.00,21.00,15.00,16.10,98.70,1.30,80.60,2.00,0.00,4.50,19.40,17.90,78.60,75.30,24.70,0.00,0.00,75.30,24.70
Tiago Splitter,2017,32,8.00,1.00,7.00,9.50,80.60,19.40,61.50,5.10,15.40,7.70,23.10,15.40,56.40,75.00,25.00,100.00,0.00,78.60,21.40
Tibor Pleiss,2016,26,12.00,7.00,5.00,6.80,92.00,8.00,91.70,33.30,0.00,0.00,8.30,8.30,58.30,90.90,9.10,0.00,0.00,90.90,9.10
Tim Duncan,2014,38,74.00,56.00,18.00,29.20,99.40,0.60,79.40,23.20,0.00,3.30,20.60,12.10,56.10,66.90,33.10,0.00,0.00,66.90,33.10
Tim Duncan,2015,39,77.00,53.00,24.00,28.90,99.10,0.90,77.90,17.60,0.60,4.40,21.50,13.20,60.40,73.90,26.10,100.00,0.00,74.00,26.00
Tim Duncan,2016,40,61.00,50.00,11.00,25.20,99.50,0.50,82.40,13.40,0.00,3.30,17.60,12.60,69.00,68.40,31.60,0.00,0.00,68.40,31.60
Tim Frazier,2015,24,11.00,3.00,8.00,21.80,72.10,27.90,56.10,17.50,26.30,26.30,17.50,12.30,38.60,18.80,81.30,80.00,20.00,33.30,66.70
Tim Frazier,2016,25,51.00,25.00,26.00,14.50,79.00,21.00,61.30,22.20,18.40,12.60,20.30,16.90,39.10,28.80,71.30,56.30,43.80,33.30,66.70
Tim Frazier,2017,26,65.00,26.00,39.00,23.50,68.30,31.70,53.00,12.90,25.90,17.50,21.10,14.90,40.10,26.80,73.20,62.50,37.50,35.60,64.40
Tim Frazier,2018,27,59.00,31.00,28.00,14.20,67.40,32.60,58.00,22.70,29.00,11.90,13.10,20.50,35.20,43.10,56.90,58.80,41.20,47.10,52.90
Tim Frazier,2019,28,59.00,27.00,32.00,19.00,61.30,38.70,51.00,9.70,35.80,16.10,13.20,11.30,41.30,39.20,60.80,81.10,18.90,52.60,47.40
Tim Hardaway Jr.,2014,22,81.00,37.00,44.00,23.20,47.90,52.10,39.80,14.60,47.30,22.50,12.90,23.80,25.20,53.70,46.30,86.90,13.10,68.40,31.60
Tim Hardaway Jr.,2015,23,70.00,16.00,54.00,24.00,50.60,49.40,39.30,13.40,45.10,20.40,15.50,16.20,25.90,51.90,48.10,89.30,10.70,68.10,31.90
Tim Hardaway Jr.,2016,24,51.00,29.00,22.00,16.90,46.00,54.00,40.50,11.70,44.20,26.40,15.30,18.10,28.80,69.70,30.30,93.80,6.30,79.80,20.20
Tim Hardaway Jr.,2017,25,79.00,42.00,37.00,27.30,54.30,45.70,46.50,8.90,39.10,20.70,14.30,16.10,37.60,63.50,36.50,84.60,15.40,71.10,28.90
Tim Hardaway Jr.,2018,26,57.00,19.00,38.00,33.10,52.10,47.90,46.20,12.90,39.20,13.50,14.70,19.20,33.30,50.40,49.60,79.20,20.80,60.80,39.20
Tim Hardaway Jr.,2019,27,65.00,14.00,51.00,31.60,52.00,48.00,38.80,14.30,41.40,13.60,19.80,15.50,24.50,42.50,57.50,72.80,27.20,55.10,44.90
Tim Quarterman,2017,22,16.00,6.00,10.00,5.00,55.20,44.80,51.60,19.40,48.40,25.80,0.00,29.00,32.30,12.50,87.50,80.00,20.00,38.50,61.50
Tim Quarterman,2018,23,3.00,2.00,1.00,4.30,33.30,66.70,50.00,0.00,0.00,0.00,50.00,0.00,50.00,100.00,0.00,0.00,0.00,100.00,0.00
Timofey Mozgov,2014,27,82.00,36.00,46.00,21.60,95.60,4.40,73.00,5.70,1.60,9.70,25.50,15.30,67.30,75.40,24.60,100.00,0.00,75.80,24.20
Timofey Mozgov,2015,28,81.00,49.00,32.00,25.30,98.90,1.10,79.50,9.40,0.80,8.00,19.70,12.60,70.10,75.60,24.40,100.00,0.00,75.80,24.20
Timofey Mozgov,2016,29,76.00,52.00,24.00,17.40,98.10,1.90,85.10,13.10,0.60,6.90,14.30,11.60,72.00,85.10,14.90,100.00,0.00,85.20,14.80
Timofey Mozgov,2017,30,54.00,16.00,38.00,20.40,99.70,0.30,84.30,20.00,0.00,10.50,15.70,13.00,64.30,74.60,25.40,0.00,0.00,74.60,25.40
Timofey Mozgov,2018,31,31.00,12.00,19.00,11.60,80.60,19.40,73.30,1.50,9.20,5.30,17.60,7.60,71.80,77.10,22.90,100.00,0.00,78.80,21.20
Timothe Luwawu-Cabarrot,2017,22,69.00,23.00,46.00,17.20,55.40,44.60,42.70,0.40,33.70,19.60,23.60,17.10,42.20,65.30,34.70,98.00,2.00,76.60,23.40
Timothe Luwawu-Cabarrot,2018,23,52.00,29.00,23.00,15.50,40.80,59.20,31.40,2.70,53.20,13.70,15.40,13.70,28.80,85.10,14.90,96.20,3.80,91.00,9.00
Timothe Luwawu-Cabarrot,2019,24,50.00,25.00,25.00,13.40,46.80,53.20,39.80,5.20,46.80,19.00,13.40,12.10,34.60,67.40,32.60,100.00,0.00,81.70,18.30
Tobias Harris,2014,21,61.00,16.00,45.00,30.30,82.40,17.60,67.20,21.30,10.80,17.40,22.10,16.50,45.90,57.00,43.00,90.60,9.40,60.20,39.80
Tobias Harris,2015,22,68.00,20.00,48.00,34.80,74.80,25.20,61.00,14.60,22.40,11.60,16.60,18.00,46.40,55.80,44.20,96.60,3.40,63.80,36.20
Tobias Harris,2016,23,76.00,37.00,39.00,33.10,73.10,26.90,60.40,10.80,21.50,14.70,18.10,16.50,49.60,56.10,43.90,93.80,6.30,63.30,36.70
Tobias Harris,2017,24,82.00,37.00,45.00,31.30,70.50,29.50,60.90,19.50,24.80,12.00,14.40,18.20,41.30,50.20,49.80,99.10,0.90,60.70,39.30
Tobias Harris,2018,25,80.00,39.00,41.00,33.30,63.60,36.40,51.00,12.20,36.90,10.20,12.00,15.50,38.80,45.90,54.10,86.90,13.10,59.30,40.70
Tobias Harris,2019,26,82.00,46.00,36.00,34.70,68.70,31.30,55.40,12.30,28.50,11.10,16.20,10.60,43.10,39.30,60.70,80.80,19.20,49.90,50.10
Tomas Satoransky,2017,25,57.00,33.00,24.00,12.60,74.80,25.20,67.50,19.50,17.50,8.40,14.90,16.90,48.10,40.40,59.60,100.00,0.00,49.20,50.80
Tomas Satoransky,2018,26,73.00,39.00,34.00,22.50,73.70,26.30,58.80,13.00,26.90,14.90,14.30,16.60,45.80,52.60,47.40,100.00,0.00,63.70,36.30
Tomas Satoransky,2019,27,80.00,32.00,48.00,27.00,69.40,30.60,54.40,6.50,27.10,12.00,18.50,16.90,48.00,47.70,52.30,96.90,3.10,59.90,40.10
Toney Douglas,2014,28,51.00,33.00,18.00,13.20,46.30,53.70,41.60,13.90,46.00,19.30,12.40,24.30,27.70,54.80,45.20,87.10,12.90,68.50,31.50
Toney Douglas,2015,29,12.00,7.00,5.00,14.70,64.70,35.30,54.90,11.80,29.40,33.30,15.70,21.60,43.10,7.10,92.90,100.00,0.00,31.60,68.40
Toney Douglas,2016,30,61.00,22.00,39.00,20.70,54.40,45.60,38.40,12.80,45.80,18.80,15.80,20.90,25.60,39.20,60.80,67.90,32.10,51.90,48.10
Toney Douglas,2017,31,24.00,15.00,9.00,16.40,64.10,35.90,61.50,23.90,17.90,16.20,20.50,23.10,37.60,36.10,63.90,42.90,57.10,37.20,62.80
Tony Allen,2014,32,55.00,31.00,24.00,23.20,88.60,11.40,78.00,9.70,6.70,27.90,15.40,27.50,68.30,58.00,42.00,100.00,0.00,60.30,39.70
Tony Allen,2015,33,63.00,46.00,17.00,26.20,93.60,6.40,79.80,4.50,5.60,29.30,14.70,25.60,75.30,59.50,40.50,100.00,0.00,61.30,38.70
Tony Allen,2016,34,64.00,34.00,30.00,25.30,91.00,9.00,74.80,9.70,8.40,27.30,16.80,27.30,65.00,58.00,42.00,93.30,6.70,60.50,39.50
Tony Allen,2017,35,71.00,36.00,35.00,27.00,90.90,9.10,80.60,3.70,7.00,20.50,12.40,20.80,76.80,55.20,44.80,100.00,0.00,57.70,42.30
Tony Allen,2018,36,22.00,12.00,10.00,12.40,86.80,13.20,77.70,1.90,11.70,24.30,10.70,19.40,75.70,70.00,30.00,100.00,0.00,72.70,27.30
Tony Bradley,2018,20,9.00,6.00,3.00,3.20,90.90,9.10,75.00,0.00,0.00,0.00,25.00,0.00,75.00,66.70,33.30,0.00,0.00,66.70,33.30
Tony Bradley,2019,21,3.00,2.00,1.00,12.00,100.00,0.00,94.10,0.00,0.00,11.80,5.90,11.80,94.10,62.50,37.50,0.00,0.00,62.50,37.50
Tony Mitchell,2014,23,12.00,3.00,9.00,3.55,85.85,14.15,68.20,0.00,6.80,28.00,25.00,0.00,68.20,58.35,41.65,50.00,0.00,63.35,36.65
Tony Parker,2014,32,68.00,51.00,17.00,29.40,92.70,7.30,76.00,26.10,6.60,15.20,17.40,14.60,49.90,32.50,67.50,96.00,4.00,36.00,64.00
Tony Parker,2015,33,68.00,48.00,20.00,28.70,89.30,10.70,75.00,28.30,11.70,12.30,13.30,14.10,46.70,24.30,75.70,94.70,5.30,30.90,69.10
Tony Parker,2016,34,72.00,59.00,13.00,27.50,90.80,9.20,75.40,27.80,9.50,13.00,15.20,14.00,47.60,27.90,72.10,81.50,18.50,32.00,68.00
Tony Parker,2017,35,63.00,46.00,17.00,25.20,87.90,12.10,75.90,28.50,10.80,13.50,13.30,16.10,47.30,24.80,75.20,100.00,0.00,31.30,68.70
